#timestamp,x,y,z,qw,qx,qy,qz,vx,vy,vz,bgx,bgy,bgz,bax,bay,baz
455872000000,-1.4482116101243895923,0.33717464454940071494,1.2314157552648077321,-0.018547064340317255537,-0.0015371360722157530534,0.0016476168460881688953,0.99982544925390859358,0.0015770625599121389573,-0.010931801704535282216,0.00072316726522905772079,0,0,0,0,0,0
456108000000,-1.4457059615885510251,0.3374419878363447145,1.2314610986480536425,-0.018525232949464794097,-0.0021672399688766373974,0.00094383010334562588827,0.99982559879202004272,0.019432819291306819426,0.012330376531610467983,0.00017122331539087115842,1.4379752161572778619e-31,-8.3861392432059435675e-32,-3.5840131153803757089e-34,-1.3770406259739684701e-31,-5.4482968841969922623e-31,2.1299394519678436185e-33
456324000000,-1.4359593173712041914,0.3379807331304031659,1.2313740425085817343,-0.01832153429560627253,0.0001499827937035428597,-0.001733608974299816587,0.99983063240037850505,0.052832559184771324401,0.012370654752422296369,-0.001643458362163038259,0.0044412451261901407171,0.0032136255767063787343,0.0016133524797737541171,0.00011692147802120511245,-0.00013861070724132209565,0.0020767334659803596449
456560000000,-1.414911368565358929,0.3370705625617471668,1.2303874251206083912,-0.018025544398266968998,0.0026727024055922601886,-0.0013467609562097652455,0.99983304738637457376,0.097963261031984757987,0.01150036610388641134,-0.0036618606229521059869,0.002292354497940597962,0.0020912229788371261563,0.0022800049253838801724,0.00020217144767167003795,-0.00023715950472934330551,0.0040116197569280394666
456784000000,-1.3897991906497435544,0.34076738606405559961,1.2284671061828036365,-0.017867274135613175901,0.0026678984428824205517,-0.00023248172404143687157,0.99983678107234552623,0.13460362897180777608,0.02211785684583470607,-0.012824284605639914986,0.0022922806355720930574,0.0020910467426435127083,0.0022805924687603852316,0.00020222706645417712237,-0.00023715272920131252789,0.0040247680926696859094
456988000000,-1.360266173044815341,0.34632072056192686471,1.2257493494982127924,-0.017640073691996972782,0.002143614868022652737,0.00036837161031419912239,0.99984203603259014237,0.16676153683484887247,0.034297996855196820343,-0.013469214220696251391,0.0022922806286484955114,0.0020910467390243890444,0.0022805924704577102378,0.00020222706598251884678,-0.00023715272925278199027,0.0040247680969215772831
457264000000,-1.3097309413870164008,0.35798245080056895207,1.2221979242937728305,-0.017219013224806282991,0.0025928342967323752405,-0.0005037351768262381688,0.99984825300879798249,0.21089257270281072665,0.052753809600223848519,-0.0098579126738035007665,0.0022922806287819083235,0.002091046739137502556,0.0022805924704092602785,0.00020222706627187692963,-0.00023715272856136943263,0.0040247680972899223945
457516000000,-1.2551065646064256676,0.3718288468581337769,1.2201257565047931575,-0.016925597044179920697,0.0035354329831025848273,-0.0019539197590476907289,0.99984859207576781692,0.25367805369124429848,0.063582874771928088453,-0.0090270759386145895536,0.0022922806286140864039,0.0020910467388594779908,0.0022805924705788672285,0.00020222706482160308222,-0.00023715272992929370692,0.0040247680983288977238
457744000000,-1.1949211864574416087,0.38613793012227626278,1.2181096783140259454,-0.01670066379241160609,0.0029679679877139121362,-0.0036584016056631363245,0.9998494362115770695,0.29339335492386758864,0.065593099050816255913,-0.011163760710574953047,0.002292280628634477211,0.0020910467388702241691,0.002280592470561251979,0.00020222706448430179615,-0.00023715273073682206751,0.0040247680982179595555
457984000000,-1.1248932708882661835,0.4004458883004917702,1.2145953139383369734,-0.016485990136479580087,0.0021547602373034584894,-0.00358269235526874558,0.9998553562656086191,0.33068330278495761121,0.062514743420298210519,-0.019437229965806709225,0.0022922806286446110319,0.0020910467389556029218,0.0022805924705180183332,0.00020222706502630720155,-0.00023715273033941797979,0.0040247680977637404279
458268000000,-1.4021126549689015839,0.32778083296067694885,1.2360466413529638263,-0.01817485315052290093,-0.0037905002579429122878,-0.0048296248373617990668,0.99981597383952702796,-0.00046832038422467414662,-3.212293297007173809e-05,0.00029953252905495775238,0.0020251183552242716691,-0.0048419743990203711892,0.00060821396475227960943,-0.078292060916571148965,0.014115483074628358898,0.017135057935891234715
458572000000,-1.405552193804657124,0.34565964989260050677,1.2386432010387258273,-0.018228546174964471716,-0.0078301946826343851726,-0.0051194425584006279101,0.9997900776980488402,-0.010232834072146800367,-0.010939937461688949497,0.0044941259499996256965,0.0019225401567965717461,-0.0049795959826286996172,0.00056153991180887710515,0.029929276130583243321,-0.010417433181456074373,0.0084565974828116723117
458848000000,-1.4182170441960628704,0.34339098029930892331,1.237916965551312698,-0.018017420967213357286,-0.0096705879325621330045,-0.0024678546066210478929,0.99978785848017248661,-0.016487374138969643905,-0.014773982122366656478,0.0051310120124041808803,0.0019259331441911424314,-0.0050008852664522361955,0.00058346643464459455389,0.046356891353339049755,-0.013784918544814032601,0.0095958221108365555907
