#timestamp_lkf,x,y,z,qw,qx,qy,qz
456108000000,-0.92174790453665833567,-0.018385456100145445429,-0.3873535535996399104,0.99999955358833403363,-0.00069194400729217988167,0.00064301088992734759149,-2.3950339444219578453e-05
456324000000,-0.63101777377998125029,0.57108657842943955085,0.52504922541749532439,0.99999990681443773344,0.00029077405237604750073,0.00027968396667319908718,0.00015361785357323484258
456560000000,0.51631184679756880751,0.56975563017962038703,0.63937516274493155777,0.99999806771993027255,0.0015741882623005578126,-0.0011720162243595770406,0.0001134270264380959583
456784000000,-0.020853892079095930068,0.75865585487279807442,0.65115774513736479623,0.99999959844092101147,0.0008814906381353280725,-0.00013492985384017751175,-8.8804201881466769838e-05
456988000000,-0.25679466546227019963,0.96639305834537525541,0.011872513297232921772,0.99999965625362041699,0.00060951062921560470592,0.0005135119498785804381,-0.00022868080617450775127
457264000000,0.51150464120239691468,-0.77023317381505451706,0.38092500572054249774,0.99999943015054382212,-0.00088079817137414894053,-0.00043390622165621417841,-0.00041906868177618941153
457516000000,0.45735078634110304385,-0.85770943575960167937,-0.23487184173953346011,0.99999846118961954744,-0.0014669557237146173528,-0.00091733625137474137604,-0.00029009222590521444333
457744000000,-0.18939521471760534244,-0.88552022711915667763,-0.42424448140772486049,0.99999836106470640917,-0.0016954126819191872241,0.00059667094069812322971,-0.0002177786201282342867
457984000000,-0.34347378113540588673,0.72639770718843565955,-0.59529163664873607775,0.99999964342071112622,8.8663465421910919294e-05,0.00081262385989551509224,-0.00021198986470022661592
458268000000,-0.34347378113540588673,0.72639770718843565955,-0.59529163664873607775,0.99999964342071112622,8.8663465421910919294e-05,0.00081262385989551509224,-0.00021198986470022661592
458572000000,0.55598889951114482955,-0.8172782408750226546,-0.1514352026862143541,0.99999652600061639252,-0.0010816037471352174006,-0.0023859258277145614993,-0.00029236616993578285178
458848000000,-0.45963855248511581442,0.88807286336970336915,-0.00768052183928015237,0.99999629923754851379,0.0024995584371434575316,0.0010647112684775430179,-0.00014180529458982993525
459052000000,-0.79900052234801821616,0.55896513257815838571,-0.22171185320022007703,0.99999951421298793885,0.00029359703389688555746,0.00093310715463600438224,-0.0001211841899039239499
459304000000,-0.7627622044755589803,-0.33499980968575843177,0.55314459857625952743,0.99999933952761077549,-0.00058562064526861232639,0.00098796648330818693552,4.3761054381908166464e-05
459552000000,-0.32221159106516267245,-0.91353767880462266593,-0.2482510825505466201,0.99999811476608257976,-0.0017232618829732329613,0.00089418037782200703208,-3.569615032180116802e-05
459764000000,-0.31259484432883644089,-0.58981318560684414809,-0.74458368863636603674,0.99999982027128087037,-0.00032644550073998162025,0.00050052041711653126859,-4.8683187138500985853e-05
460004000000,0.59108422260137061244,-0.52103884637288178094,-0.61574179845301224567,0.99999994477270204296,0.00030319360087038751267,2.6066878032847720073e-05,-0.00013359921770877779658
